suite,operation,arm,cpu,repetition,logical_values,operations,values_per_operation,passes,seed,data_seed,payload_bytes,input_bytes,output_bytes,allocation_bytes,hot_metadata_bytes,trace_bytes,audit_aux_bytes,payload_alignment,page_bytes,elapsed_ns,ns_per_operation,ns_per_value,checksum0,checksum1,final_state,address_sum,trace_hash,required_line_visits,required_unique_payload_lines,payload_lines,residence,minor_faults,major_faults,pmu_status,cycles_raw,instructions_raw,cache_misses_raw,pmu_time_enabled_ns,pmu_time_running_ns
bulk,decode,local_aos7,0,0,32768,1048576,256,8192,1454428645,1454428645,229376,229376,262144,491520,40,0,0,64,4096,25619749,24.4328966141,0.0954410023987,18407330318386166812,0,0,0,0,29360128,3584,3584,unestablished,0,0,available,113865950,113320255,6065,42792826,42792826
bulk,decode,local_aos7,0,1,32768,1048576,256,8192,1454428645,1454428645,229376,229376,262144,491520,40,0,0,64,4096,25566398,24.3820171356,0.095242254436,18407330318386166812,0,0,0,0,29360128,3584,3584,unestablished,0,0,available,113885855,113320257,3874,25540449,25540449
bulk,decode,local_aos7,0,2,32768,1048576,256,8192,1454428645,1454428645,229376,229376,262144,491520,40,0,0,64,4096,25613139,24.4265928268,0.0954163782299,18407330318386166812,0,0,0,0,29360128,3584,3584,unestablished,0,0,available,114262392,113320257,2038,25622320,25622320
bulk,decode,local_aos7,0,3,32768,1048576,256,8192,1454428645,1454428645,229376,229376,262144,491520,40,0,0,64,4096,25696438,24.5060329437,0.0957266911864,18407330318386166812,0,0,0,0,29360128,3584,3584,unestablished,0,0,available,114391289,113320257,2257,25678980,25678980
bulk,decode,local_aos7,0,4,32768,1048576,256,8192,1454428645,1454428645,229376,229376,262144,491520,40,0,0,64,4096,25754709,24.5616044998,0.0959437675774,18407330318386166812,0,0,0,0,29360128,3584,3584,unestablished,0,0,available,114549593,113320256,2929,25713270,25713270
bulk,encode,local_aos7,0,0,32768,1048576,256,8192,1454428645,1454428645,229376,262144,229376,491520,40,0,0,64,4096,25513968,24.3320159912,0.0950469374657,18407330318386166812,0,0,0,0,29360128,3584,3584,unestablished,0,0,available,113735120,79765826,1914,25504090,25504090
bulk,encode,local_aos7,0,1,32768,1048576,256,8192,1454428645,1454428645,229376,262144,229376,491520,40,0,0,64,4096,26058239,24.8510732651,0.0970745049417,18407330318386166812,0,0,0,0,29360128,3584,3584,unestablished,0,0,available,115293516,79765827,4218,25863310,25863310
bulk,encode,local_aos7,0,2,32768,1048576,256,8192,1454428645,1454428645,229376,262144,229376,491520,40,0,0,64,4096,25475688,24.2955093384,0.094904333353,18407330318386166812,0,0,0,0,29360128,3584,3584,unestablished,0,0,available,113516701,79765827,1850,25454680,25454680
bulk,encode,local_aos7,0,3,32768,1048576,256,8192,1454428645,1454428645,229376,262144,229376,491520,40,0,0,64,4096,25584318,24.3991069794,0.0953090116382,18407330318386166812,0,0,0,0,29360128,3584,3584,unestablished,0,0,available,114245022,79765827,1119,25594430,25594430
bulk,encode,local_aos7,0,4,32768,1048576,256,8192,1454428645,1454428645,229376,262144,229376,491520,40,0,0,64,4096,25741248,24.5487670898,0.0958936214447,18407330318386166812,0,0,0,0,29360128,3584,3584,unestablished,0,0,available,114785131,79765827,1763,25725660,25725660
