suite,operation,arm,cpu,repetition,logical_values,operations,values_per_operation,passes,seed,data_seed,payload_bytes,input_bytes,output_bytes,allocation_bytes,hot_metadata_bytes,trace_bytes,audit_aux_bytes,payload_alignment,page_bytes,elapsed_ns,ns_per_operation,ns_per_value,checksum0,checksum1,final_state,address_sum,trace_hash,required_line_visits,required_unique_payload_lines,payload_lines,residence,minor_faults,major_faults,pmu_status,cycles_raw,instructions_raw,cache_misses_raw,pmu_time_enabled_ns,pmu_time_running_ns
bulk,decode,local_aos7,0,0,32768,1048576,256,8192,1454428645,1454428645,229376,229376,262144,491520,40,0,0,64,4096,25627788,24.4405632019,0.0954709500074,18407330318386166812,0,0,0,0,29360128,3584,3584,unestablished,0,0,available,113880694,113320257,4273,42583979,42583979
bulk,decode,local_aos7,0,1,32768,1048576,256,8192,1454428645,1454428645,229376,229376,262144,491520,40,0,0,64,4096,25509828,24.3280677795,0.0950315147638,18407330318386166812,0,0,0,0,29360128,3584,3584,unestablished,0,0,available,113281017,113320256,2082,25517700,25517700
bulk,decode,local_aos7,0,2,32768,1048576,256,8192,1454428645,1454428645,229376,229376,262144,491520,40,0,0,64,4096,25694529,24.5042123795,0.0957195796072,18407330318386166812,0,0,0,0,29360128,3584,3584,unestablished,0,0,available,113872689,113320258,1191,25658459,25658459
bulk,decode,local_aos7,0,3,32768,1048576,256,8192,1454428645,1454428645,229376,229376,262144,491520,40,0,0,64,4096,25576548,24.3916969299,0.0952800661325,18407330318386166812,0,0,0,0,29360128,3584,3584,unestablished,0,0,available,113795698,113320256,614,25586030,25586030
bulk,decode,local_aos7,0,4,32768,1048576,256,8192,1454428645,1454428645,229376,229376,262144,491520,40,0,0,64,4096,25630598,24.4432430267,0.0954814180732,18407330318386166812,0,0,0,0,29360128,3584,3584,unestablished,0,0,available,113812436,113320258,780,25617270,25617270
bulk,encode,local_aos7,0,0,32768,1048576,256,8192,1454428645,1454428645,229376,262144,229376,491520,40,0,0,64,4096,25527588,24.3450050354,0.0950976759195,18407330318386166812,0,0,0,0,29360128,3584,3584,unestablished,0,0,available,113279597,79765826,990,25485408,25485408
bulk,encode,local_aos7,0,1,32768,1048576,256,8192,1454428645,1454428645,229376,262144,229376,491520,40,0,0,64,4096,25874138,24.6755008698,0.0963886752725,18407330318386166812,0,0,0,0,29360128,3584,3584,unestablished,0,0,available,114923089,79765828,891,25856080,25856080
bulk,encode,local_aos7,0,2,32768,1048576,256,8192,1454428645,1454428645,229376,262144,229376,491520,40,0,0,64,4096,25672268,24.4829826355,0.0956366509199,18407330318386166812,0,0,0,0,29360128,3584,3584,unestablished,0,0,available,114396530,79765825,424,25681860,25681860
bulk,encode,local_aos7,0,3,32768,1048576,256,8192,1454428645,1454428645,229376,262144,229376,491520,40,0,0,64,4096,25573158,24.388463974,0.0952674373984,18407330318386166812,0,0,0,0,29360128,3584,3584,unestablished,0,0,available,113644230,79765827,652,25562770,25562770
bulk,encode,local_aos7,0,4,32768,1048576,256,8192,1454428645,1454428645,229376,262144,229376,491520,40,0,0,64,4096,25586569,24.4012537003,0.0953173972666,18407330318386166812,0,0,0,0,29360128,3584,3584,unestablished,0,0,available,113818786,79765827,379,25595829,25595829
