worker,placement,transport,mtu,bytes,packet_bytes,retry_us,device,method,layout,filesystem,surviving_only,key,node,role,stage,repeat,run,samples,leader_az,follower_azs,command,device_path,warmup,verified_records,remote_voters,fragments_per_record,min_us,mean_us,stddev_us,max_us,p01_us,p05_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,over_1000us_pct,over_2000us_pct,over_5000us_pct,over_10000us_pct,file,started,ended,recovered_records,retried_packets,all_samples,all_min_us,all_mean_us,all_stddev_us,all_max_us,all_p01_us,all_p05_us,all_p25_us,all_p50_us,all_p75_us,all_p90_us,all_p95_us,all_p99_us,all_p999_us,all_over_1000us_pct,all_over_2000us_pct,all_over_5000us_pct,all_over_10000us_pct
use1-az4,good,tcp,9001,65536,8973,2000,io2,direct-dsync,initialized,ordered-tuned,False,screen-9557f73a6c9d294a-r1,2,leader,screen,1,1450634699726731670,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.90.221', '172.31.7.243', '43001', '65536', '2000', '/mnt/sixdb-cft-io2/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-9557f73a6c9d294a-r1.csv', '1450634699726731670', '8973', '2000']",/dev/nvme2n1,64,2064,2,1,870.413,1002.9384925,57.04395190245802,1633.578,895.32508,924.0422500000001,962.2357499999999,997.44,1037.8380000000002,1073.629,1099.54835,1151.8089499999999,1262.0208589999984,48.4,0.0,0.0,0.0,screen-9557f73a6c9d294a-r1.csv.gz,1789405952.3958197,1789405955.843441,2064,0,2000,920.501,1100.3270694999999,92.72157026384244,2105.231,951.61891,986.19055,1040.6675,1079.124,1145.6675,1215.7129,1270.2393499999998,1374.62287,1639.7477369999947,91.9,0.05,0.0,0.0
use1-az4,good,udp,9001,512,8973,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-da35030cc9f81789-r1,2,leader,screen,1,12483933272908425924,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.90.221', '172.31.7.243', '43001', '512', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-da35030cc9f81789-r1.csv', '12483933272908425924', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,469.411,485.4858135,19.37818487587828,562.756,471.74468,473.40195,476.12875,478.4035,481.8445,529.0740999999999,536.4756,545.0326699999999,556.1952259999999,0.0,0.0,0.0,0.0,screen-da35030cc9f81789-r1.csv.gz,1789405960.8356044,1789405962.0510247,2064,0,2000,494.1,513.2781935,20.37701080391964,598.334,497.53083,499.77984999999995,502.96299999999997,505.666,509.95925,559.2918,565.7523,574.38421,582.1405159999998,0.0,0.0,0.0,0.0
use1-az4,good,udp,9001,4096,8973,2000,gp3,buffered-fdatasync,extend,ordered,False,screen-abd7e2da278efcb9-r1,2,leader,screen,1,448157474282755796,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.90.221', '172.31.7.243', '43001', '4096', '2000', '/mnt/sixdb-cft-gp3/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-abd7e2da278efcb9-r1.csv', '448157474282755796', '8973', '2000']",/dev/nvme1n1,64,2064,2,1,2983.751,3200.626304,150.62542187569332,8226.761,3086.77551,3122.5015,3167.5789999999997,3197.246,3222.799,3248.2920000000004,3263.0520500000002,3292.83842,5408.878969999975,100.0,100.0,0.15,0.0,screen-abd7e2da278efcb9-r1.csv.gz,1789405996.554107,1789406004.2606053,2064,3998,2000,3113.983,3305.6095345,151.14755297681074,8226.845,3189.65368,3223.0956499999998,3265.62025,3294.9595,3330.10975,3364.603,3390.1068999999998,3485.9559600000002,5408.949953999975,100.0,100.0,0.15,0.0
use1-az4,good,tcp,9001,4096,8973,2000,nvme,buffered-fdatasync,extend,ordered,False,screen-2f8281023a8b981f-r1,2,leader,screen,1,11336667650575788932,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.90.221', '172.31.7.243', '43001', '4096', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-2f8281023a8b981f-r1.csv', '11336667650575788932', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,495.494,509.507211,7.890805990675414,560.518,498.11884000000003,500.4634,504.34024999999997,508.097,512.81875,517.9827,523.14305,541.7444,552.857675,0.0,0.0,0.0,0.0,screen-2f8281023a8b981f-r1.csv.gz,1789406009.5210323,1789406010.80705,2064,0,2000,530.538,544.9609754999999,9.187104463534729,676.907,533.3459300000001,535.78705,540.014,543.3140000000001,547.389,553.4401,559.15955,575.27818,613.7498819999985,0.0,0.0,0.0,0.0
use1-az4,good,tcp,9001,4096,8973,2000,gp3,buffered-fdatasync,extend,ordered,False,screen-127fc3eea99d5e60-r1,2,leader,screen,1,13310902269439465604,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.90.221', '172.31.7.243', '43001', '4096', '2000', '/mnt/sixdb-cft-gp3/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-127fc3eea99d5e60-r1.csv', '13310902269439465604', '8973', '2000']",/dev/nvme1n1,64,2064,2,1,2929.438,3209.21217,47.16950454571364,3375.446,3089.8607899999997,3130.98495,3182.2062499999997,3211.754,3241.795,3265.2223,3279.64095,3303.74478,3334.709358,100.0,100.0,0.0,0.0,screen-127fc3eea99d5e60-r1.csv.gz,1789406011.1010852,1789406019.0519545,2064,0,2000,3121.331,3277.460854,89.9213985770444,5540.071,3181.63686,3210.5651,3245.3492499999998,3270.8464999999997,3298.926,3324.7385,3348.51035,3414.62727,4879.799115999997,100.0,100.0,0.1,0.0
use1-az4,good,tcp,1500,512,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-23e103770d998928-r1,2,leader,screen,1,4620863708059434698,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.90.221', '172.31.7.243', '43001', '512', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-23e103770d998928-r1.csv', '4620863708059434698', '1472', '2000']",/dev/nvme3n1,64,2064,2,1,464.676,480.2209385,19.163828210373776,564.061,466.11934,467.38795,469.86375,472.3855,478.44425,522.2361000000001,527.4856000000001,537.67574,547.9327029999997,0.0,0.0,0.0,0.0,screen-23e103770d998928-r1.csv.gz,1789406025.8986866,1789406027.2068198,2064,0,2000,498.502,554.7401395,58.862133034779156,793.168,500.19064000000003,502.56695,534.3077499999999,538.963,548.3779999999999,603.3695,732.6213,750.15244,792.501037,0.0,0.0,0.0,0.0
use1-az4,good,udp,9001,4096,8973,2000,gp3,direct-dsync,initialized,ordered-tuned,False,screen-8a3ae7fe7ac07300-r1,2,leader,screen,1,12279907883202572071,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.90.221', '172.31.7.243', '43001', '4096', '2000', '/mnt/sixdb-cft-gp3/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-8a3ae7fe7ac07300-r1.csv', '12279907883202572071', '8973', '2000']",/dev/nvme1n1,64,2064,2,1,1230.232,1317.296057,26.34407082832399,1402.625,1255.12572,1274.1892,1299.2925,1316.3615,1335.2675,1351.5863,1360.88355,1380.5756700000002,1398.5212139999999,100.0,0.0,0.0,0.0,screen-8a3ae7fe7ac07300-r1.csv.gz,1789406027.4990044,1789406031.541439,2064,0,2000,1291.081,1380.238866,31.48776454977463,1607.772,1309.6226900000001,1326.92035,1360.8675,1380.386,1399.5977500000001,1418.0899,1429.5660500000001,1453.03088,1574.328223,100.0,0.0,0.0,0.0
use1-az4,good,tcp,9001,4096,8973,2000,nvme,direct-fdatasync,initialized,ordered-tuned,False,screen-49d16ff2a898ee1b-r1,2,leader,screen,1,12143270281469331248,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.90.221', '172.31.7.243', '43001', '4096', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-fdatasync', 'initialized', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-49d16ff2a898ee1b-r1.csv', '12143270281469331248', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,465.079,473.6843895,5.2876878783443475,572.668,466.96996,468.25554999999997,470.68,472.769,475.62825,478.6875,481.15135000000004,491.41444,518.1889459999999,0.0,0.0,0.0,0.0,screen-49d16ff2a898ee1b-r1.csv.gz,1789406033.842161,1789406035.014834,2064,0,2000,469.909,492.03164649999997,23.785179525589832,1032.721,472.72173999999995,475.31605,480.078,483.35749999999996,490.91375,538.268,542.3817,547.5361899999999,583.2677799999998,0.05,0.0,0.0,0.0
use1-az4,good,udp,9001,65536,8973,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-30dbb64d4ae329ab-r1,2,leader,screen,1,2111729802451625776,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.90.221', '172.31.7.243', '43001', '65536', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-30dbb64d4ae329ab-r1.csv', '2111729802451625776', '8973', '2000']",/dev/nvme3n1,64,2064,2,8,535.772,616.9210435,27.082729626029348,715.555,545.1310500000001,591.53805,599.242,605.9145000000001,636.9522499999999,655.0024,662.1473000000001,680.19773,708.2428689999999,0.0,0.0,0.0,0.0,screen-30dbb64d4ae329ab-r1.csv.gz,1789406035.3225553,1789406037.0235336,2064,0,2000,591.543,662.6502735,17.76034933025524,812.556,609.7134100000001,647.32675,652.0097499999999,657.1675,671.15675,684.5086,693.5122,712.85036,785.2679209999994,0.0,0.0,0.0,0.0
use1-az4,good,udp,9001,512,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-8d5931170afae5cd-r1,2,leader,screen,1,16575915702151587906,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.90.221', '172.31.7.243', '43001', '512', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-8d5931170afae5cd-r1.csv', '16575915702151587906', '1472', '2000']",/dev/nvme3n1,64,2064,2,1,464.655,480.94410849999997,19.46375081292729,561.759,466.25886,467.67895,470.198,473.07349999999997,479.31125,522.7054999999999,530.0346000000001,540.31312,551.8796129999998,0.0,0.0,0.0,0.0,screen-8d5931170afae5cd-r1.csv.gz,1789406038.502547,1789406039.7698548,2064,0,2000,494.93,537.596616,26.337126963633374,626.407,496.97282,498.64135,534.09525,538.9615,543.83925,567.2816,594.25275,607.96149,617.555675,0.0,0.0,0.0,0.0
use1-az4,good,udp,1500,512,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-c61896cc53bc9f5a-r1,2,leader,screen,1,12365860284553239975,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.90.221', '172.31.7.243', '43001', '512', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-c61896cc53bc9f5a-r1.csv', '12365860284553239975', '1472', '2000']",/dev/nvme3n1,64,2064,2,1,502.843,518.624914,19.762871466378666,591.387,504.70183,506.07759999999996,508.735,511.3515,515.8354999999999,561.8806,572.0337999999999,578.9341499999999,587.423606,0.0,0.0,0.0,0.0,screen-c61896cc53bc9f5a-r1.csv.gz,1789406041.0257566,1789406042.2738867,2064,0,2000,512.031,529.8505670000001,22.04899584766869,661.017,513.8578,515.3973500000001,518.47925,520.9735000000001,526.6197500000001,579.9504000000001,585.07345,593.95556,615.5088749999999,0.0,0.0,0.0,0.0
use1-az4,good,udp,9001,4096,8973,2000,nvme,direct-fdatasync,initialized,ordered-tuned,False,screen-f57144db4aab0562-r1,2,leader,screen,1,4274257343824702561,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.90.221', '172.31.7.243', '43001', '4096', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-fdatasync', 'initialized', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-f57144db4aab0562-r1.csv', '4274257343824702561', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,465.417,476.377122,6.220358185435627,536.432,467.56857,469.3909,472.64925,475.377,478.38,482.52840000000003,487.58299999999997,496.85301,526.0979189999999,0.0,0.0,0.0,0.0,screen-f57144db4aab0562-r1.csv.gz,1789406043.5542321,1789406044.7292614,2064,0,2000,487.649,496.19926250000003,12.543091020103208,820.804,488.90697,490.00025,492.01149999999996,493.86850000000004,496.81874999999997,502.2975,507.55740000000003,529.9282,684.3042119999992,0.0,0.0,0.0,0.0
use1-az4,good,tcp,1500,4096,1472,2000,gp3,buffered-fdatasync,extend,ordered,False,screen-be4dab02b0024dac-r1,2,leader,screen,1,11441863946271079232,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.90.221', '172.31.7.243', '43001', '4096', '2000', '/mnt/sixdb-cft-gp3/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-be4dab02b0024dac-r1.csv', '11441863946271079232', '1472', '2000']",/dev/nvme1n1,64,2064,2,1,2967.515,3169.1574765,83.69738581928021,6022.004,3060.12311,3092.1847,3133.964,3167.932,3199.1147499999997,3226.6877999999997,3240.1192,3267.83434,3699.0474869999866,100.0,100.0,0.05,0.0,screen-be4dab02b0024dac-r1.csv.gz,1789406046.0465639,1789406053.9446514,2064,0,2000,3112.745,3252.6105890000003,91.02625220572402,6022.056,3148.2334499999997,3173.6418999999996,3216.5080000000003,3245.7664999999997,3278.19875,3311.9169,3335.99395,3402.7025599999997,4268.3485609999925,100.0,100.0,0.05,0.0
use1-az4,good,udp,9001,4096,8973,2000,io2,direct-dsync,initialized,ordered-tuned,False,screen-3f67d2412d726f14-r1,2,leader,screen,1,6696390291974527664,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.90.221', '172.31.7.243', '43001', '4096', '2000', '/mnt/sixdb-cft-io2/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-3f67d2412d726f14-r1.csv', '6696390291974527664', '8973', '2000']",/dev/nvme2n1,64,2064,2,1,665.028,724.8989395,31.106884785475383,932.845,674.51534,685.6921,703.8860000000001,718.5495,739.9175,764.3925,784.8149,820.77096,905.704898,0.0,0.0,0.0,0.0,screen-3f67d2412d726f14-r1.csv.gz,1789406062.6844354,1789406065.0448394,2064,0,2000,687.747,832.3876475,89.48447118511817,1336.624,706.56169,732.04895,770.57,799.9135,867.2782500000001,985.2119,1004.04445,1051.1697,1205.8387789999983,5.95,0.0,0.0,0.0
use1-az4,good,tcp,9001,65536,8973,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-26ceb88c2965ba1a-r1,2,leader,screen,1,3547414630046860461,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.90.221', '172.31.7.243', '43001', '65536', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-26ceb88c2965ba1a-r1.csv', '3547414630046860461', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,513.501,619.6499144999999,45.758415091141316,754.89,528.6775200000001,562.71935,584.9515,609.28,651.52375,691.1183000000001,701.89505,725.1916699999999,752.479607,0.0,0.0,0.0,0.0,screen-26ceb88c2965ba1a-r1.csv.gz,1789406066.8652568,1789406068.6996725,2064,0,2000,592.285,722.2735035,54.11325778586046,926.203,625.3112000000001,650.7991000000001,691.661,700.322,739.854,803.1792,844.5477000000001,873.8243,916.6212489999999,0.0,0.0,0.0,0.0
use1-az4,good,udp,9001,65536,8973,2000,io2,direct-dsync,initialized,ordered-tuned,False,screen-cf9bba1806114b51-r1,2,leader,screen,1,6268857781685710004,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.90.221', '172.31.7.243', '43001', '65536', '2000', '/mnt/sixdb-cft-io2/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-cf9bba1806114b51-r1.csv', '6268857781685710004', '8973', '2000']",/dev/nvme2n1,64,2064,2,8,814.774,980.8380045,46.93769827609232,1199.364,879.0006,908.22425,948.5625,981.0145,1009.569,1037.28,1058.04415,1103.4530200000002,1182.0284499999998,33.05,0.0,0.0,0.0,screen-cf9bba1806114b51-r1.csv.gz,1789406069.1348414,1789406072.4711037,2064,0,2000,915.195,1052.032166,73.3687297906502,2125.807,939.40284,964.6282,1008.9315,1038.4180000000001,1079.783,1135.5248000000001,1185.8897499999998,1281.51133,1613.3787149999996,80.5,0.05,0.0,0.0
use1-az4,good,tcp,9001,4096,8973,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-584be80e6d7a621c-r1,2,leader,screen,1,16650237354022335161,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.90.221', '172.31.7.243', '43001', '4096', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-584be80e6d7a621c-r1.csv', '16650237354022335161', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,487.741,500.7411475,6.408796302484871,548.567,490.29291,492.5204,496.35575,499.73900000000003,503.66749999999996,509.81629999999996,513.0854,517.4729600000001,540.9172789999999,0.0,0.0,0.0,0.0,screen-584be80e6d7a621c-r1.csv.gz,1789406078.1842124,1789406079.4045348,2064,0,2000,504.695,514.1937399999999,8.851078210331213,597.434,505.91291,507.43995,510.011,512.357,515.18525,520.0612,526.1727999999999,561.8811,584.799456,0.0,0.0,0.0,0.0
use1-az4,good,tcp,9001,4096,8973,2000,gp3,direct-dsync,initialized,ordered-tuned,False,screen-238cab3badd358d8-r1,2,leader,screen,1,9576936698112054209,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.90.221', '172.31.7.243', '43001', '4096', '2000', '/mnt/sixdb-cft-gp3/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-238cab3badd358d8-r1.csv', '9576936698112054209', '8973', '2000']",/dev/nvme1n1,64,2064,2,1,1220.569,1336.799931,25.31607079817559,1435.851,1281.3313600000001,1296.0141,1319.29175,1336.9515000000001,1354.2185,1368.9713,1376.7836499999999,1393.7189199999998,1407.8825929999996,100.0,0.0,0.0,0.0,screen-238cab3badd358d8-r1.csv.gz,1789406084.04636,1789406088.2350023,2064,0,2000,1326.357,1451.762873,40.941161692749645,1992.229,1362.69888,1381.8076999999998,1426.0175,1455.911,1478.8822499999999,1496.9499,1506.0412999999999,1524.5333,1612.3089619999969,100.0,0.0,0.0,0.0
use1-az4,good,tcp,1500,4096,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-80fdfcec7ae1cb81-r1,2,leader,screen,1,977969087542540149,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.90.221', '172.31.7.243', '43001', '4096', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-80fdfcec7ae1cb81-r1.csv', '977969087542540149', '1472', '2000']",/dev/nvme3n1,64,2064,2,1,511.201,580.0235315,56.73826377091572,795.825,513.21619,515.68675,523.97425,570.009,634.08125,638.7212,641.42455,762.85858,773.6026579999997,0.0,0.0,0.0,0.0,screen-80fdfcec7ae1cb81-r1.csv.gz,1789406097.3198328,1789406098.7143831,2064,0,2000,517.769,596.677377,50.620963409035106,796.011,521.16159,525.1253,556.80125,589.3325,635.055,640.4334,647.67385,763.79684,773.7886529999996,0.0,0.0,0.0,0.0
use1-az4,good,tcp,9001,65536,8973,2000,gp3,buffered-fdatasync,extend,ordered,False,screen-ce4781b2f5c7f299-r1,2,leader,screen,1,530183367697369228,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.90.221', '172.31.7.243', '43001', '65536', '2000', '/mnt/sixdb-cft-gp3/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-ce4781b2f5c7f299-r1.csv', '530183367697369228', '8973', '2000']",/dev/nvme1n1,64,2064,2,1,3620.285,3784.765211,48.50256431859535,3944.152,3668.9962100000002,3704.67225,3753.4505,3784.587,3817.3165,3846.0278,3865.1047000000003,3900.00769,3938.0073359999997,100.0,100.0,0.0,0.0,screen-ce4781b2f5c7f299-r1.csv.gz,1789406108.4680722,1789406118.194004,2064,0,2000,3698.389,3855.426641,58.12703708998179,4523.937,3737.90621,3770.9407,3815.4919999999997,3850.038,3889.41775,3930.6043,3955.7362000000003,4004.27829,4055.1332599999996,100.0,100.0,0.0,0.0
use1-az4,good,tcp,1500,65536,1472,2000,gp3,buffered-fdatasync,extend,ordered,False,screen-d306e00dc4cfecc5-r1,2,leader,screen,1,486619862772541765,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.90.221', '172.31.7.243', '43001', '65536', '2000', '/mnt/sixdb-cft-gp3/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-d306e00dc4cfecc5-r1.csv', '486619862772541765', '1472', '2000']",/dev/nvme1n1,64,2064,2,1,3255.741,3834.9829330000002,100.33233944078803,6390.571,3606.56515,3761.3665,3807.07375,3835.0985,3861.7177500000003,3890.5182,3907.26305,3945.9197099999997,5447.399007,100.0,100.0,0.15,0.0,screen-d306e00dc4cfecc5-r1.csv.gz,1789406120.0424087,1789406129.8792555,2064,0,2000,3729.994,3916.3508945,199.7301523338561,9566.748,3800.2378,3827.2757500000002,3869.2055,3898.794,3937.6862499999997,3978.038,4005.5905000000002,4071.39259,7097.484333999978,100.0,100.0,0.35,0.0
use1-az4,good,udp,1500,8192,1472,2000,nvme,direct-dsync,initialized,ordered-tuned,False,screen-7610fd0b31026370-r1,2,leader,screen,1,8648414722008537423,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'udp', '172.31.90.221', '172.31.7.243', '43001', '8192', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'direct-dsync', 'initialized', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-7610fd0b31026370-r1.csv', '8648414722008537423', '1472', '2000']",/dev/nvme3n1,64,2064,2,6,441.457,488.07730849999996,23.042590895108297,553.988,444.79094,447.20480000000003,480.14925,497.7265,505.08425,508.676,512.21545,526.46892,553.204575,0.0,0.0,0.0,0.0,screen-7610fd0b31026370-r1.csv.gz,1789406131.7764006,1789406133.0518773,2064,0,2000,477.136,534.2929740000001,18.907502976922256,623.452,499.10350999999997,501.9833,521.603,540.239,544.0564999999999,550.1266,559.6391,573.54916,594.750895,0.0,0.0,0.0,0.0
use1-az4,good,tcp,9001,4096,8973,2000,nvme,buffered-fdatasync,extend,ordered,False,screen-2f8281023a8b981f-r2,2,leader,screen,2,15173159509715555513,2000,use1-az4,"['use1-az2', 'use1-az1']","['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_commit_bench', 'leader', 'tcp', '172.31.90.221', '172.31.7.243', '43001', '4096', '2000', '/mnt/sixdb-cft-nvme/wal.dat', 'buffered-fdatasync', 'extend', '/opt/sixdb/jobs/20260914T165841Z-8a3b4a16/results/screen-2f8281023a8b981f-r2.csv', '15173159509715555513', '8973', '2000']",/dev/nvme3n1,64,2064,2,1,503.679,516.6833235,8.730506306901551,592.63,506.16391999999996,508.02815,511.27774999999997,514.5785,519.467,525.9141,531.9053,557.21,570.597136,0.0,0.0,0.0,0.0,screen-2f8281023a8b981f-r2.csv.gz,1789406134.4115527,1789406135.7654567,2064,0,2000,551.598,578.949555,14.663412509029916,821.964,556.01882,559.29965,573.95975,579.3015,584.51725,591.0232,597.5343,625.0746399999999,684.8566409999969,0.0,0.0,0.0,0.0
