suite,operation,arm,cpu,repetition,logical_values,operations,values_per_operation,passes,seed,data_seed,payload_bytes,input_bytes,output_bytes,allocation_bytes,hot_metadata_bytes,trace_bytes,audit_aux_bytes,payload_alignment,page_bytes,elapsed_ns,ns_per_operation,ns_per_value,checksum0,checksum1,final_state,address_sum,trace_hash,required_line_visits,required_unique_payload_lines,payload_lines,residence,minor_faults,major_faults,pmu_status,cycles_raw,instructions_raw,cache_misses_raw,pmu_time_enabled_ns,pmu_time_running_ns
bulk,decode,local_aos7,0,0,32768,524288,256,4096,1454428645,1454428645,229376,229376,262144,491520,40,0,0,64,4096,31207865,59.5242786407,0.23251671344,18407330318386166812,0,0,0,0,14680064,3584,3584,unestablished,0,0,available,87087740,226517241,397023,31267565,31267565
bulk,decode,local_aos7,0,1,32768,524288,256,4096,1454428645,1454428645,229376,229376,262144,491520,40,0,0,64,4096,31358671,59.8119182587,0.233640305698,18407330318386166812,0,0,0,0,14680064,3584,3584,unestablished,0,0,available,87173967,226517241,399853,31343151,31343151
bulk,decode,local_aos7,0,2,32768,524288,256,4096,1454428645,1454428645,229376,229376,262144,491520,40,0,0,64,4096,31325150,59.7479820251,0.233390554786,18407330318386166812,0,0,0,0,14680064,3584,3584,unestablished,0,0,available,87085592,226517241,406998,31317251,31317251
bulk,decode,local_aos7,0,3,32768,524288,256,4096,1454428645,1454428645,229376,229376,262144,491520,40,0,0,64,4096,31370787,59.8350276947,0.233730576932,18407330318386166812,0,0,0,0,14680064,3584,3584,unestablished,0,0,available,87205133,226517241,426711,31345419,31345419
bulk,decode,local_aos7,0,4,32768,524288,256,4096,1454428645,1454428645,229376,229376,262144,491520,40,0,0,64,4096,31303015,59.7057628632,0.233225636184,18407330318386166812,0,0,0,0,14680064,3584,3584,unestablished,0,0,available,87094951,226517241,404515,31295299,31295299
bulk,encode,local_aos7,0,0,32768,524288,256,4096,1454428645,1454428645,229376,262144,229376,491520,40,0,0,64,4096,37536464,71.595123291,0.279668450356,18407330318386166812,0,0,0,0,14680064,3584,3584,unestablished,0,0,available,104476135,211312893,107869,37529048,37529048
bulk,encode,local_aos7,0,1,32768,524288,256,4096,1454428645,1454428645,229376,262144,229376,491520,40,0,0,64,4096,37467711,71.4639873505,0.279156200588,18407330318386166812,0,0,0,0,14680064,3584,3584,unestablished,0,0,available,104472547,211312893,107403,37485198,37485198
bulk,encode,local_aos7,0,2,32768,524288,256,4096,1454428645,1454428645,229376,262144,229376,491520,40,0,0,64,4096,37473598,71.4752159119,0.279200062156,18407330318386166812,0,0,0,0,14680064,3584,3584,unestablished,0,0,available,104425127,211312893,130050,37512377,37512377
bulk,encode,local_aos7,0,3,32768,524288,256,4096,1454428645,1454428645,229376,262144,229376,491520,40,0,0,64,4096,37594274,71.7053871155,0.28009916842,18407330318386166812,0,0,0,0,14680064,3584,3584,unestablished,0,0,available,104372557,211312893,107699,37527258,37527258
bulk,encode,local_aos7,0,4,32768,524288,256,4096,1454428645,1454428645,229376,262144,229376,491520,40,0,0,64,4096,37585824,71.6892700195,0.280036211014,18407330318386166812,0,0,0,0,14680064,3584,3584,unestablished,0,0,available,104460965,211312893,130675,37566071,37566071
bulk,sum,local_aos7,0,0,32768,524288,256,4096,1454428645,1454428645,229376,229376,0,229376,40,0,0,64,4096,24497767,46.7257823944,0.182522587478,4581954858801807360,0,0,0,0,14680064,3584,3584,unestablished,0,0,available,68247232,235966715,354990,24516344,24516344
bulk,sum,local_aos7,0,1,32768,524288,256,4096,1454428645,1454428645,229376,229376,0,229376,40,0,0,64,4096,24595255,46.9117259979,0.183248929679,4581954858801807360,0,0,0,0,14680064,3584,3584,unestablished,0,0,available,68260922,235966715,348660,24574858,24574858
bulk,sum,local_aos7,0,2,32768,524288,256,4096,1454428645,1454428645,229376,229376,0,229376,40,0,0,64,4096,24526725,46.7810153961,0.182738341391,4581954858801807360,0,0,0,0,14680064,3584,3584,unestablished,0,0,available,68338481,235966715,351961,24544631,24544631
bulk,sum,local_aos7,0,3,32768,524288,256,4096,1454428645,1454428645,229376,229376,0,229376,40,0,0,64,4096,24547678,46.820980072,0.182894453406,4581954858801807360,0,0,0,0,14680064,3584,3584,unestablished,0,0,available,68254170,235966715,356890,24545764,24545764
bulk,sum,local_aos7,0,4,32768,524288,256,4096,1454428645,1454428645,229376,229376,0,229376,40,0,0,64,4096,24538910,46.8042564392,0.182829126716,4581954858801807360,0,0,0,0,14680064,3584,3584,unestablished,0,0,available,68361543,235966715,360326,24556986,24556986
capacity,dependent,local_aos7,0,0,1024,1048576,1,1,11597646141258885970,1454428645,7168,7168,0,7168,40,0,7184,64,4096,8180842,7.80185890198,7.80185890198,17187034518906879602,0,1053364051456908722,536404362,9411671700467489228,1147389,112,112,unestablished,0,0,available,22718702,37749021,487,8198410,8198410
capacity,dependent,local_aos7,0,1,1024,1048576,1,1,4520043080558055638,1454428645,7168,7168,0,7168,40,0,7184,64,4096,8187397,7.80811023712,7.80811023712,4146340925081240729,0,2926148897757563594,536750798,9833263914990638038,1147095,112,112,unestablished,0,0,available,22706425,37749021,175,8195784,8195784
capacity,dependent,local_aos7,0,2,1024,1048576,1,1,7519472167497008874,1454428645,7168,7168,0,7168,40,0,7184,64,4096,8129427,7.752825737,7.752825737,11847121099513600154,0,2360684364224178785,535977144,5846715754849643519,1146740,112,112,unestablished,0,0,available,22694046,37749021,101,8158092,8158092
capacity,dependent,local_aos7,0,3,1024,1048576,1,1,253361077797433815,1454428645,7168,7168,0,7168,40,0,7184,64,4096,8138171,7.76116466522,7.76116466522,11330443254304193378,0,1601184575478415649,536112213,15469871441055068788,1146742,112,112,unestablished,0,0,available,22710895,37749021,99,8167005,8167005
capacity,dependent,local_aos7,0,4,1024,1048576,1,1,12319599423738582263,1454428645,7168,7168,0,7168,40,0,7184,64,4096,8152144,7.77449035645,7.77449035645,10535105710411909715,0,8762821155481900038,536773667,1147637375955436014,1146384,112,112,unestablished,0,0,available,22756875,37749021,86,8187694,8187694
capacity,independent,local_aos7,0,0,1024,1048576,1,1,13312925893834850554,1454428645,7168,7168,0,7168,40,0,7184,64,4096,2091015,1.99414730072,1.99414730072,93905486407303618,7508223480508410930,17227676888585663890,536033369,9293328346495861555,1146981,112,112,unestablished,0,0,available,5830596,29884716,69,2119282,2119282
capacity,independent,local_aos7,0,1,1024,1048576,1,1,6712562814997748419,1454428645,7168,7168,0,7168,40,0,7184,64,4096,2088782,1.99201774597,1.99201774597,844828581588720927,5225914227119814641,8327286837253675664,536310488,12420435897652969165,1147250,112,112,unestablished,0,0,available,5828237,29884716,58,2116850,2116850
capacity,independent,local_aos7,0,2,1024,1048576,1,1,7103846328433288076,1454428645,7168,7168,0,7168,40,0,7184,64,4096,2081894,1.98544883728,1.98544883728,13341823233968743118,3664827383119511145,10348631408549735017,535900062,12642936463861357589,1147331,112,112,unestablished,0,0,available,5818294,29884716,44,2116318,2116318
